mnis_id,member,employer,role,nature_of_business,address,row_type,date_display,earnings,hours,rate_display
1585,Stephen Hammond,Darwin Alternative Investments,Strategic Advisor,an investment company,"Empire House, 175 Piccadilly, London W1J 9RN",ongoing,1 Jan 2021 – ongoing,33675.56,56.1,"£60,000/yearly · 100h/yearly (paid monthly for providing political advice on business a...)"
1593,Sammy Wilson,YouGov,Surveys,,"50 Featherstone Street, London EC1Y 8RT",adhoc,25 Nov 2023,100.0,0.2,
1601,Sir Robert Neill,Greenbank Capital Inc,Non-executive Director,,"100 King Street West, Suite 5700, Toronto, Ontario M5X 1C7, Canada",ongoing,4 Jan 2023 – ongoing,20205.34,40.4,"£3,000/monthly · 6h/monthly"
1601,Sir Robert Neill,The Hemming Group Ltd,Writing articles,a client of RJMN Ltd,"32 Vauxhall Bridge Road, London SW1V 2SS",ongoing,1 Jul 2018 – ongoing,1347.02,10.1,£200/monthly · 1.5h/monthly (for a regular article in the Municipal Journal.)
1609,Chloe Smith,JLA Speakers Ltd,Speaking at a panel event,,"14 Berners Street, London W1T 3LI",adhoc,29 Feb 2024,1500.0,3.0,
3912,Richard Fuller,Impero Holdings Ltd,Director,a software company,"2 Tollhouse Hill, Nottingham NG1 5FS",adhoc,31 Mar 2024,4750.0,0.0,
3912,Richard Fuller,Investcorp Securities Ltd,Advisory Director,a venture capital company,"48 Grosvenor St, London W1K 3HW",ongoing,1 Apr 2023 – ongoing,14031.49,67.4,"£25,000/yearly · 10h/monthly (paid quarterly)"
3912,Richard Fuller,Impero Holdings Ltd,Director,a software company,"2 Tollhouse Hill, Nottingham NG1 5FS",ongoing,1 Apr 2023 – 31 Mar 2024,7939.77,23.8,"£20,000/yearly · 5h/monthly"
3930,Caroline Lucas,A M Heath & Company Limited,Writing a book,literary agent,"6 Warwick Court, London WC1R 5DJ",adhoc,22 Apr 2024,1879.87,0.0,
3930,Caroline Lucas,A M Heath & Company Limited,Writing a book,literary agent,"6 Warwick Court, London WC1R 5DJ",adhoc,6 Feb 2024,2050.0,450.0,
3932,Dr Dan Poulter,Norfolk and Suffolk NHS Foundation Trust,NHS Consultant Psychiatrist,,"Hellesdon Hospital, Drayton High Road, Norwich Norfolk NR6 5BE",adhoc,25 Mar 2024,5000.0,0.0,
3932,Dr Dan Poulter,Norfolk and Suffolk NHS Foundation Trust,NHS Consultant Psychiatrist,,"Hellesdon Hospital, Drayton High Road, Norwich Norfolk NR6 5BE",ongoing,12 Feb 2024 – ongoing,25678.72,248.4,"£7,237/monthly · 840h/yearly"
3932,Dr Dan Poulter,A London NHS Foundation Trust together with the London Deanery,NHS psychiatrist,,"Stewart House, 32 Russell Square, London WC1B 5DN",ongoing,1 Sep 2023 – 6 Feb 2024,12327.3,179.4,"£4,123/monthly · 720h/yearly (first paid on 22 September 2023)"
3932,Dr Dan Poulter,Myogenes,Non-executive Director,a genetic testing company with specialist expertise in mental health and psychiatric pharmacogenetics testing.,"The Kinetic Business Centre, Theobald St, Borehamwood, Hertfordshire WD6 4PJ",ongoing,1 Jun 2023 – ongoing,13470.23,67.4,"£2,000/monthly · 10h/monthly"
3934,George Eustice,Tremap Ltd,Attending policy discussions,Global tree database,"Drinnick Office, St George's Road, Nanpean, St Austell PL26 7XR",adhoc,30 Apr 2024,1000.0,4.0,
3934,George Eustice,Hornsearle Property Investments Ltd,Attending meetings and providing written advice,social housing investor,"Reedham House, 31 King Street, Manchester M3 2PJ",adhoc,26 Apr 2024,4167.0,24.0,
3934,George Eustice,Alpine Fire Engineers Ltd,Attending meetings and providing advice,commercial fire suppression or sprinkler systems,"Alpine House, Hollins Brook Park, Bury BL9 8RN",adhoc,2 Apr 2024,5000.0,20.0,
3934,George Eustice,Tremap Ltd,Attending policy discussions,Global tree database,"Drinnick Office, St George's Road, Nanpean, St Austell PL26 7XR",adhoc,28 Mar 2024,1000.0,4.0,
3934,George Eustice,Hornsearle Property Investments Ltd,Attending meetings and providing written advice,social housing investor,"Reedham House, 31 King Street, Manchester M3 2PJ",adhoc,22 Mar 2024,4167.0,24.0,
3934,George Eustice,Alpine Fire Engineers Ltd,Attending meetings and providing advice,commercial fire suppression or sprinkler systems,"Alpine House, Hollins Brook Park, Bury BL9 8RN",adhoc,1 Mar 2024,5000.0,20.0,
3934,George Eustice,Tremap Ltd,Attending policy discussions,Global tree database,"Drinnick Office, St George's Road, Nanpean, St Austell PL26 7XR",adhoc,29 Feb 2024,1000.0,4.0,
3934,George Eustice,Hornsearle Property Investments Ltd,Attending meetings and providing written advice,social housing investor,"Reedham House, 31 King Street, Manchester M3 2PJ",adhoc,16 Feb 2024,8334.0,48.0,
3934,George Eustice,Tremap Ltd,Attending policy discussions,Global tree database,"Drinnick Office, St George's Road, Nanpean, St Austell PL26 7XR",adhoc,31 Jan 2024,1000.0,4.0,
3934,George Eustice,Tremap Ltd,Attending policy discussions,Global tree database,"Drinnick Office, St George's Road, Nanpean, St Austell PL26 7XR",adhoc,15 Dec 2023,1000.0,4.0,
3934,George Eustice,International Fugitive Emissions Abatement Association,Chairman,aims to reduce emissions,"31 Turnaware Road, Falmouth TR11 4PH",ongoing,1 Dec 2023 – ongoing,8919.92,47.6,"£1,500/monthly · 8h/monthly"
3934,George Eustice,Tremap Ltd,Attending policy discussions,Global tree database,"Drinnick Office, St George's Road, Nanpean, St Austell PL26 7XR",adhoc,22 Nov 2023,1000.0,4.0,
3942,John Stevenson,Bendles,Solicitor,,"22 Portland Square, Carlisle CA1 1PE",ongoing,1 Oct 2023 – ongoing,16837.78,303.1,"£2,500/monthly · 45h/monthly"
3945,Sir Sajid Javid,Centricus Partners LP through its UK subsidiary Centricus Services UK Limited,Adviser,global investment firm,"IFC 5, St. Helier, Jersey JE1 1ST",ongoing_parent,,211909.66,84.8,
3945,Sir Sajid Javid,Centricus Partners LP through its UK subsidiary Centricus Services UK Limited,Adviser,global investment firm,"IFC 5, St. Helier, Jersey JE1 1ST",ongoing_child,6 Apr 2024 – ongoing,88706.37,35.5,"£50,000/monthly · 20h/monthly"
3945,Sir Sajid Javid,Centricus Partners LP through its UK subsidiary Centricus Services UK Limited,Adviser,global investment firm,"IFC 5, St. Helier, Jersey JE1 1ST",ongoing_child,6 Mar 2023 – 5 Apr 2024,123203.29,49.3,"£25,000/monthly · 10h/monthly (for providing advice on global economic outlook, geo-poli...)"
3945,Sir Sajid Javid,via SJ Office Ltd,Speaking and related engagements,,"20-22 Wenlock Road, London N1 7GU",ongoing,7 Oct 2022 – ongoing,11225.19,80.8,"£20,000/yearly · 12h/monthly (paid to me by SJ Office Ltd.)"
3950,Dame Tracey Crouch,British Racing’s Horse Welfare Board,Independent Non-Executive Director,,"British Horseracing Authority, 75 High Holborn, London WC1V 6LX.",ongoing,24 Apr 2019 – 23 Apr 2025,15154.0,67.4,"£27,000/yearly · 10h/monthly (plus reimbursed expenses)"
3958,Fiona Bruce,Fiona Bruce and Co LLP,Solicitor's practice,,"Justice House, 3 Grappenhall Rd, Stockton Heath, Warrington WA4 2AH",adhoc,31 Jan 2024,150358.27,0.0,
3985,Robert Halfon,Conservative Friends of Israel,Speaking engagement,,"16 Great Queen Street, London WC2B 5AH",adhoc,7 Nov 2023,500.0,2.0,
3987,Rehman Chishti,The Religious Freedom Institute (RFI USA),Guest speaker at the International Military Chiefs of Chaplains Conference in Stuttgart on 8 February 2024.,,"316 Pennsylvania Ave, STE 501, Washington DC 20003, United States",adhoc,5 Mar 2024,1530.4,0.0,
3987,Rehman Chishti,The Religious Freedom Institute (RFI USA),Guest speaker at the International Military Chiefs of Chaplains Conference in Stuttgart on 8 February 2024.,,"316 Pennsylvania Ave, STE 501, Washington DC 20003, United States",adhoc,5 Mar 2024,1162.6,5.0,
3991,Jesse Norman,Peters Fraser & Dunlop Ltd,Writing Books,Book Publisher,"55 New Oxford Street, London WC1A 1BS",adhoc,18 Apr 2024,293.54,0.0,
3991,Jesse Norman,Peters Fraser & Dunlop Ltd,Writing Books,Book Publisher,"55 New Oxford Street, London WC1A 1BS",adhoc,18 Apr 2024,112.14,0.0,
3991,Jesse Norman,Peters Fraser & Dunlop Ltd,Writing Books,Book Publisher,"55 New Oxford Street, London WC1A 1BS",adhoc,11 Apr 2024,563.78,0.0,
3991,Jesse Norman,Peters Fraser & Dunlop Ltd,Writing Books,Book Publisher,"55 New Oxford Street, London WC1A 1BS",adhoc,11 Apr 2024,725.21,0.0,
3997,Sir Alec Shelbrooke,News UK,Appearances on Talk TV,,"PO Box 151, Peterborough PE7 8YT",adhoc,23 Nov 2023,50.0,0.2,
4007,Dominic Raab,World Gold Council,Consultant,international trade association,"7th Floor, 15 Fetter Lane, London EC4A 1BW",adhoc,9 May 2024,39996.0,66.0,
4007,Dominic Raab,Appian Capital LLP,"Senior Strategic Advisor on Global Affairs, acting on a consultancy basis",a private equity firm specialising in investment in critical minerals,"45 Pall Mall, St. James's, London SW1Y 5JG",ongoing,17 Jan 2024 – ongoing,43290.9,193.7,"£118,000/yearly · 44h/monthly (plus any applicable VAT. In addition, I will receive 0.1%...)"
4007,Dominic Raab,Daily Telegraph,Writing articles,,"111 Buckingham Palace Road, London SW1W 0DT",adhoc,27 Dec 2023,285.0,3.0,
4007,Dominic Raab,Daily Telegraph,Writing articles,,"111 Buckingham Palace Road, London SW1W 0DT",adhoc,14 Nov 2023,700.0,6.0,
4008,Dame Caroline Dinenage,LNT Care Developments Group,Independent Non-Executive Director,Residential care home developer and constructor,"Helios 47, Isabella Road, Garforth LS25 2DY",ongoing,4 Apr 2023 – ongoing,28062.97,168.4,"£50,000/yearly · 25h/monthly (paid monthly, plus reimbursed expenses)"
4009,Sir Brandon Lewis,LetterOne Holdings SA,Chair of the Advisory Council on Corporate Governance,an international investment business,"Devonshire House, One Mayfair Place, London W1J 8AJ",ongoing,25 Oct 2023 – ongoing,140314.85,234.1,"£250,000/yearly · 8h/weekly"
4009,Sir Brandon Lewis,Civitas Investment Management,Consultant,,"25 Maddox Street, London W1S 2QN",ongoing,14 Jun 2023 – ongoing,16837.78,26.9,"£30,000/yearly · 4h/monthly (paid monthly)"
4009,Sir Brandon Lewis,FM Conway,Adviser,"transportation, environment and the public realm","Conway House, Vestry Road, Sevenoaks TN14 5EL",ongoing,17 Apr 2023 – ongoing,33675.56,53.9,"£60,000/yearly · 8h/monthly (paid monthly)"
4009,Sir Brandon Lewis,Thakeham Homes,Adviser to the CEO and Board,,"Thakeham House, Summers Place, Stane Street, Billingshurst RH14 9GN",ongoing,11 Apr 2023 – ongoing,33675.56,53.9,"£60,000/yearly · 8h/monthly (paid monthly)"
4009,Sir Brandon Lewis,Woodlands Schools Ltd,Director,,"428 Rayleigh Road, Hutton, Brentwood CM13 1SD",ongoing,27 Jan 2023 – ongoing,5612.59,26.9,"£10,000/yearly · 4h/monthly (in the form of the use of a company car)"
4014,Lord Sharma,EQT AB,"Senior Advisor providing advice on geopolitical and economic trends and strategic projects, and supporting discussions with current and potential portfolio companies.",private markets investment firm,"Regeringsgatan 25, SE-11153, Stockholm, Sweden",ongoing,1 Mar 2024 – ongoing,32032.85,29.6,"£32,500/quarterly · 30h/quarterly"
4014,Lord Sharma,"Matson, Driscoll & Damico UK LLP",Speaking engagements,,"Marlow House, 1A Lloyd's Ave, London EC3N 3AA",adhoc,9 Jan 2024,12500.0,6.0,
4014,Lord Sharma,"Matson, Driscoll & Damico UK LLP",Speaking engagements,,"Marlow House, 1A Lloyd's Ave, London EC3N 3AA",adhoc,19 Dec 2023,12500.0,0.0,
4014,Lord Sharma,Chartwell Partners Ltd,Speaking engagement,,"Unit 28, Colonnade Walk, 123 Buckingham Palace Road, London SW1W 9SH",adhoc,11 Dec 2023,12000.0,3.0,
4014,Lord Sharma,Skandinaviska Enskilda Banken AB Publ,"Adviser on geopolitical and economic trends, green finance, carbon transition and strategic issues",,"Kungstradgardsgatan 8, Stockholm 10640, Sweden",ongoing,1 Sep 2023 – ongoing,112251.88,107.8,"£50,000/quarterly · 48h/quarterly"
4017,Penny Mordaunt,Beaverbrook Foundation,Speaking engagement,,"19 Crown Passage, London SW1Y 6PP",adhoc,9 Dec 2023,4000.0,2.5,
4020,George Freeman,Eastern Powerhouse,Chair of Science and Technology Advisory Board,,"42 Tavistock Street, London WC2E 7PB",ongoing,25 Mar 2024 – ongoing,3252.57,17.3,"£1,500/monthly · 8h/monthly (for helping identify private sector members and developin...)"
4040,Chris Evans,David Luxton,Royalties for a book,Literary Agent,"First Floor, Jebsen House, 53-61 High Street, Ruislip, Middlesex, England, HA4 7BD",adhoc,4 Apr 2024,461.0,0.0,
4052,Mark Pawsey,Foodservice Packaging Association,Chairman,,"B7 Elmbridge Court, Cheltenham Road East, Gloucester GL3 1JZ",ongoing,1 Apr 2020 – 1 Feb 2024,7063.66,90.4,"£2,500/monthly · 32h/monthly"
4055,Sir Mark Spencer,CH Spencer and Son,Partner,Farming,"Spring Lane Farm, Mapperley Plains, Notts",ongoing,7 Nov 2023 – ongoing,5612.59,56.1,"£10,000/yearly · 100h/yearly (Payment in the form of telephone, heating and council tax...)"
4060,Sir Jake Berry,News UK,Regular panellist and host for Talk TV,,"1 London Bridge Place, London SE1 9GF",adhoc,21 May 2024,2400.0,8.0,
4060,Sir Jake Berry,Reach Shared Services,Writing articles,,"1st Floor, 5 St Paul’s Square, Liverpool L3 9SJ",adhoc,30 Apr 2024,504.0,2.0,
4060,Sir Jake Berry,News UK,Regular panellist and host for Talk TV,,"1 London Bridge Place, London SE1 9GF",adhoc,22 Apr 2024,6000.0,12.0,
4060,Sir Jake Berry,Reach Shared Services,Writing articles,,"1st Floor, 5 St Paul’s Square, Liverpool L3 9SJ",adhoc,28 Mar 2024,504.0,4.0,
4060,Sir Jake Berry,News UK,Regular panellist and host for Talk TV,,"1 London Bridge Place, London SE1 9GF",adhoc,21 Mar 2024,3600.0,12.0,
4060,Sir Jake Berry,Reach Shared Services,Writing articles,,"1st Floor, 5 St Paul’s Square, Liverpool L3 9SJ",adhoc,8 Mar 2024,2016.0,4.0,
4060,Sir Jake Berry,News UK,Regular panellist and host for Talk TV,,"1 London Bridge Place, London SE1 9GF",adhoc,21 Feb 2024,7200.0,20.0,
4060,Sir Jake Berry,News UK,Regular panellist and host for Talk TV,,"1 London Bridge Place, London SE1 9GF",adhoc,22 Jan 2024,13200.0,44.0,
4060,Sir Jake Berry,News UK,Radio appearances,,"1 London Bridge Street, London SE1 9GF",adhoc,21 Dec 2023,7500.0,19.0,
4060,Sir Jake Berry,News UK,Regular panellist and host for Talk TV,,"1 London Bridge Place, London SE1 9GF",adhoc,27 Nov 2023,360.0,2.0,
4065,Dame Jackie Doyle-Price,Civil Service College,Training,training provider,"25 Queen Anne’s Gate, St James’s, London SW1H 9BU",adhoc,15 Apr 2024,500.0,6.0,
4070,Matt Hancock,Biteback Publishing,Writing a book,book publishers,"c/o BCA, 21 Marina Court, Castle Street, Hull HU1 1TJ",adhoc,26 Apr 2024,5527.11,0.0,
4074,Mark Garnier,Super Sharp Space Systems,Independent Non-executive Director,Low orbit Earth observation telescopes,"G0 Stirling House, Cambridge Innovation Park, Denney End Road, Waterbeach CB25 9PB",ongoing,1 Sep 2023 – ongoing,4490.08,28.1,"£8,000/yearly · 50h/yearly"
4079,Julian Sturdy,G E Sturdy and Son,Partner,A farming partnership,"Westgate Farm, North Deighton, Wetherby, LS22 4EN",ongoing,7 Nov 2023 – ongoing,3367.56,117.1,£500/monthly · 4h/weekly
4084,Esther McVey,Reach Group Limited,Writing articles,,"21st Floor, One Canada Square, Canary Wharf, London E14 5AP",adhoc,5 Dec 2023,666.5,4.0,
4084,Esther McVey,GB News,Presenting TV programmes,,"Riverbank House, 2 Swan Lane, London EC4R 3TT",adhoc,30 Nov 2023,3415.03,9.0,
4086,Alun Cairns,Elite Partners Capital Pte Ltd,Adviser,global property investment firm,"8 Temasek Boulevard, Suntec Tower 3 #37-02, Singapore S038988",ongoing,1 Jun 2021 – ongoing,16837.78,47.1,"£30,000/yearly · 84h/yearly (for providing strategic advice to the Board)"
4088,Ms Stella Creasy,Guardian news and media,Writing articles,,"90 York Way, London N1 9GU",adhoc,29 Feb 2024,409.2,8.0,
4088,Ms Stella Creasy,Guardian news and media,Writing articles,,"90 York Way, London N1 9GU",adhoc,11 Jan 2024,261.72,4.0,
4093,Stephen McPartland,TrustPay AI Systems Ltd,Non-executive consulting Chairman,,"45 Albemarle Street, London W15 4JL",ongoing,29 Jan 2024 – ongoing,40082.14,60.1,"£10,000/monthly · 15h/monthly"
4093,Stephen McPartland,Furniture Village Limited,Non-executive director,Furniture retailer,"258 Bath Road, Slough, Berkshire SL1 4DX",ongoing,31 Oct 2022 – ongoing,28062.99,67.4,"£4,167/monthly · 10h/monthly"
4097,Elizabeth Truss,Springer Nature Ltd,Royalty payments,,"The Campus, 4 Crinan Street, London N1 9XW",adhoc,1 May 2024,201.55,0.0,
4097,Elizabeth Truss,Coulthwaite Group Ltd,Speaking engagements,,,adhoc,30 Apr 2024,5054.14,2.0,
4097,Elizabeth Truss,Coulthwaite Group Ltd,Speaking engagements,,,adhoc,30 Apr 2024,19321.68,3.0,
4097,Elizabeth Truss,Coulthwaite Group Ltd,Speaking engagements,,,adhoc,25 Apr 2024,14328.0,3.0,
4097,Elizabeth Truss,Coulthwaite Group Ltd,Speaking engagements,,,adhoc,25 Mar 2024,7573.6,2.0,
4097,Elizabeth Truss,Javelin Literary Agency,Writing a book,,"203 South Union Street,  Alexandria, Virginia 22314, USA",adhoc,7 Mar 2024,1512.88,0.0,
4097,Elizabeth Truss,Chartwell Speakers,Speaking engagements,,"Colonnade Walk, 123 Buckingham Place Road, London SW1W 9SH",adhoc,14 Dec 2023,30000.0,2.0,
4099,Sir Jacob Rees-Mogg,GB News,Presenting a TV programme,,"2 Swan Lane, London EC4R 3TT",adhoc,25 Apr 2024,29166.67,40.0,
4099,Sir Jacob Rees-Mogg,GB News,Presenting a TV programme,,"2 Swan Lane, London EC4R 3TT",adhoc,28 Mar 2024,29166.67,40.0,
4099,Sir Jacob Rees-Mogg,GB News,Presenting a TV programme,,"2 Swan Lane, London EC4R 3TT",adhoc,29 Feb 2024,29166.67,40.0,
4099,Sir Jacob Rees-Mogg,GB News,Presenting a TV programme,,"2 Swan Lane, London EC4R 3TT",adhoc,25 Jan 2024,29166.67,40.0,
4099,Sir Jacob Rees-Mogg,GB News,Presenting a TV programme,,"2 Swan Lane, London EC4R 3TT",adhoc,21 Dec 2023,29166.67,40.0,
4099,Sir Jacob Rees-Mogg,GB News,Presenting a TV programme,,"2 Swan Lane, London EC4R 3TT",adhoc,30 Nov 2023,29166.67,40.0,
4106,Sir Robert Buckland,Foundry Chambers,Tenant,Barristers' Chambers,"Ground Floor, 5-9 Quality Court, London WC2A 1HP",adhoc,30 Apr 2024,6700.0,8.0,
4106,Sir Robert Buckland,DAC Beachcroft LLP,Member of the Policy Unit,Solicitors' firm,"25 Walbrook, London EC4N 8AF",ongoing,22 Jan 2024 – ongoing,17659.15,50.9,"£4,167/monthly · 12h/monthly"
4106,Sir Robert Buckland,The Telegraph,Writing articles,,"111 Buckingham Palace Rd, London SW1W 0DT",adhoc,15 Nov 2023,100.0,1.5,
4106,Sir Robert Buckland,Chamber U.K. Services,Chairing meetings and conferences,,"34 Smith Square, London SW1P 3HL",adhoc,9 Nov 2023,500.0,2.0,
4106,Sir Robert Buckland,BSV Claims Ltd,Member of the Independent Advisory Board,,"Second Floor, 168 Shoreditch High St, London E1 6RA",ongoing,1 Apr 2023 – ongoing,11225.19,40.4,"£5,000/quarterly · 6h/monthly"
4106,Sir Robert Buckland,Payne Hicks Beach Solicitors,Senior Counsel,,"10 New Square, Lincoln's Inn, London WC2A 3QG",ongoing,1 Mar 2023 – ongoing,26940.45,215.5,"£4,000/monthly · 32h/monthly"
4108,Sir Gavin Williamson,RTC Education Ltd,Adviser,A provider of undergraduate and postgraduate education programmes to UK and international students.,"153 Great Titchfield Street, London W1W 5BD",ongoing,21 Feb 2023 – ongoing,28062.97,44.9,"£50,000/yearly · 80h/yearly (paid quarterly)"
4110,Dame Karen Bradley,Political Engagement Limited,Member of the Advisory Board of the House Magazine,,"11th Floor, Millbank Tower, 21-24 Millbank, London SW1P 4QP",adhoc,14 May 2024,150.0,2.0,
4110,Dame Karen Bradley,Political Engagement Limited,Member of the Advisory Board of the House Magazine,,"11th Floor, Millbank Tower, 21-24 Millbank, London SW1P 4QP",adhoc,17 Apr 2024,150.0,2.0,
4110,Dame Karen Bradley,Political Engagement Limited,Member of the Advisory Board of the House Magazine,,"11th Floor, Millbank Tower, 21-24 Millbank, London SW1P 4QP",adhoc,13 Mar 2024,150.0,1.0,
4110,Dame Karen Bradley,Political Engagement Limited,Member of the Advisory Board of the House Magazine,,"11th Floor, Millbank Tower, 21-24 Millbank, London SW1P 4QP",adhoc,21 Feb 2024,150.0,1.0,
4110,Dame Karen Bradley,Political Engagement Limited,Member of the Advisory Board of the House Magazine,,"11th Floor, Millbank Tower, 21-24 Millbank, London SW1P 4QP",adhoc,17 Jan 2024,150.0,1.0,
4110,Dame Karen Bradley,Political Engagement Limited,Member of the Advisory Board of the House Magazine,,"11th Floor, Millbank Tower, 21-24 Millbank, London SW1P 4QP",adhoc,13 Dec 2023,150.0,1.0,
4110,Dame Karen Bradley,Political Engagement Limited,Member of the Advisory Board of the House Magazine,,"11th Floor, Millbank Tower, 21-24 Millbank, London SW1P 4QP",adhoc,22 Nov 2023,150.0,1.0,
4113,Nadhim Zahawi,The Blair Partnership,Writing a book,literary agent,"PO BOX 7828, London W1A 4GE",adhoc,17 Nov 2023,6150.0,50.0,
4116,Sir Michael Ellis,Blackfords LLP,Senior Consultant,legal firm,"20 Old Bailey, London, EC4M 7AN",ongoing,15 Apr 2024 – ongoing,6160.16,5.9,"£50,000/yearly · 4h/monthly"
4116,Sir Michael Ellis,Candey Limited,Senior Adviser providing general consultancy advice,,"Lincoln's Inn, 8 Stone Buildings, London WC2A 3TA",ongoing,1 Nov 2023 – ongoing,39288.16,107.8,"£70,000/yearly · 16h/monthly"
4125,Catherine McKinnell,XTX Markets,Speaking Engagements,,"R7, 14-18 Handyside Street, London N1C 4DN",adhoc,26 Apr 2024,1000.0,1.0,
4133,Andrew Bridgen,Reclaim Party,Political consultancy/advice,,"32 St James’s Street, London SW1A 1HD",adhoc,11 Dec 2023,1500.0,8.0,
4133,Andrew Bridgen,Reclaim Party,Political consultancy/advice,,"32 St James’s Street, London SW1A 1HD",adhoc,14 Nov 2023,1500.0,8.0,
4134,Kwasi Kwarteng,Energy Voice,Writing an article,,"5th Floor, Marischal Square, Aberdeen AB10 1BL",adhoc,8 Feb 2024,500.0,6.0,
4134,Kwasi Kwarteng,Daily Telegraph,Writing an article,,"111 Buckingham Palace Road, London SW1W 0DT",adhoc,6 Feb 2024,700.0,6.0,
4134,Kwasi Kwarteng,Fortescue Future Industries International Pty Ltd,Consultancy advice,green technology and energy company,"87 Adelaide Terrace, East Perth, WA 6004 Australia",adhoc,20 Jan 2024,35000.0,20.0,
4134,Kwasi Kwarteng,GB News,Guest appearances,,"Riverbank House, 2 Swan Lane, London EC4R 3TT",adhoc,22 Dec 2023,1000.0,6.0,
4134,Kwasi Kwarteng,Talk TV,Guest appearances,,"The News Building, 1 London Bridge Street, London SE1 9GF",adhoc,21 Dec 2023,500.0,3.0,
4134,Kwasi Kwarteng,Renewable UK,Speaking engagement,renewable energy trade association,"The Conduit, 6 Langley Street, London WC2H 9JA",adhoc,21 Dec 2023,6000.0,10.0,
4134,Kwasi Kwarteng,Daily Telegraph,Writing an article,,"111 Buckingham Palace Road, London SW1W 0DT",adhoc,12 Dec 2023,400.0,4.0,
4134,Kwasi Kwarteng,GB News,Guest appearances,,"Riverbank House, 2 Swan Lane, London EC4R 3TT",adhoc,4 Dec 2023,1000.0,6.0,
4134,Kwasi Kwarteng,GB News,Guest appearances,,"Riverbank House, 2 Swan Lane, London EC4R 3TT",adhoc,9 Nov 2023,1000.0,3.0,
4263,Lucy Powell,ITV Studios,Broadcast appearance,,"Orange Tower, MediaCity UK, Manchester M50 2HE",adhoc,18 Nov 2023,600.0,4.0,
4370,Jess Phillips,United Agents,Writing books,,"Lexington House, 12-26 Lexington St, Soho, London W1F 0LE",adhoc,4 Apr 2024,12300.0,100.0,
4370,Jess Phillips,Public Lending Right,Library copyright fees,,"British Library, Boston Spa, Wetherby LS23 7BQ",adhoc,22 Mar 2024,430.0,0.0,
