mnis_id,name,party,constituency,adhoc_earnings,adhoc_hours,ongoing_earnings,ongoing_hours,total_earnings,total_hours,summary
5030,Dr Simon Opher,Labour,Stroud,6250.0,94.5,0.0,0.0,6250.0,94.5,£6k from 6 ad hoc payments (NHS and Mail on Sunday).
5350,Ben Maguire,Liberal Democrat,North Cornwall,0.0,0.0,5834.25,123.1,5834.25,123.1,£6k from 1 ongoing role (Intel Corporation (UK) Ltd).
4739,Jerome Mayhew,Conservative,Broadland and Fakenham,0.0,0.0,5330.6,35.5,5330.6,35.5,£5k from 1 ongoing role (Walsingham Estate Management Ltd).
5163,Peter Prinsley,Labour,Bury St Edmunds and Stowmarket,4752.64,29.0,478.34,12.2,5230.98,41.2,"£5k from 7 ad hoc payments (Peter Prinsley private medical practice, Private patient payments and 3 others). £478 from 1 ongoing role (Norwich City Council)."
4479,Nick Thomas-Symonds,Labour,Torfaen,5166.19,0.0,0.0,0.0,5166.19,0.0,£5k from 6 ad hoc payments (The Wylie Agency (UK) Ltd).
4480,Carolyn Harris,Labour,Neath and Swansea East,5040.0,118.5,0.0,0.0,5040.0,118.5,£5k from 17 ad hoc payments (ITN).
4474,Kevin Hollinrake,Conservative,Thirsk and Malton,5000.0,0.0,0.0,0.0,5000.0,0.0,£5k from 1 ad hoc payment (Together Financial Services Ltd).
5226,Michelle Welsh,Labour,Sherwood Forest,835.63,40.0,4146.87,533.7,4982.5,573.7,£836 from 2 ad hoc payments (Nottinghamshire County Council and Gedling Borough Council). £4k from 2 ongoing roles (Nottinghamshire County Council and Gedling Borough Council).
5037,Lola McEvoy,Labour,Darlington,4971.51,0.0,0.0,0.0,4971.51,0.0,£5k from 1 ad hoc payment (GMB Union).
5355,Sarah Bool,Conservative,South Northamptonshire,4825.59,35.0,0.0,0.0,4825.59,35.0,£5k from 1 ad hoc payment (Forsters LLP).
5118,Chris Curtis,Labour,Milton Keynes North,4800.0,64.0,0.0,0.0,4800.0,64.0,£5k from 1 ad hoc payment (Labour Party).
5041,Shaun Davies,Labour,Telford,0.0,0.0,4759.06,127.7,4759.06,127.7,£5k from 2 ongoing roles (Wrekin Housing Group and Telford and Wrekin Council).
5318,Olly Glover,Liberal Democrat,Didcot and Wantage,4450.0,98.0,0.0,0.0,4450.0,98.0,£4k from 1 ad hoc payment (AtkinsRéalis).
4857,Carla Lockhart,Democratic Unionist Party,Upper Bann,0.0,0.0,4442.16,741.2,4442.16,741.2,£4k from 1 ongoing role (Carla Lockhart and Rodney Condell).
5186,Bradley Thomas,Conservative,Bromsgrove,4342.08,30.0,0.0,0.0,4342.08,30.0,£4k from 1 ad hoc payment (Baxi Heating UK Limited).
5060,Josh Simons,Labour,Makerfield,4340.33,45.0,0.0,0.0,4340.33,45.0,£4k from 2 ad hoc payments (Labour Together and Sky UK Limited).
5128,Phil Brickell,Labour,Bolton West,4064.39,85.0,0.0,0.0,4064.39,85.0,£4k from 2 ad hoc payments (NatWest Group PLC and Manchester City Council).
5102,Carla Denyer,Green Party,Bristol Central,4001.1,20.0,0.0,0.0,4001.1,20.0,£4k from 3 ad hoc payments (ITV Studios Limited and The Green Party of England and Wales).
5252,Rachel Gilmour,Liberal Democrat,Tiverton and Minehead,0.0,0.0,3942.51,315.4,3942.51,315.4,£4k from 1 ongoing role (Mid Devon District Council).
4853,Dr Neil Hudson,Conservative,Epping Forest,0.0,0.0,3915.16,65.8,3915.16,65.8,£4k from 1 ongoing role (British Horseracing Authority's Horse Welfare Board).
5266,Mike Tapp,Labour,Dover and Deal,3458.38,0.0,0.0,0.0,3458.38,0.0,£3k from 1 ad hoc payment (IPSA).
4500,Clive Lewis,Labour,Norwich South,3449.59,28.8,0.0,0.0,3449.59,28.8,"£3k from 13 ad hoc payments (Guardian News & Media Limited, Byline Media Holdings Ltd and 1 other)."
5074,Mr Paul Foster,Labour,South Ribble,0.0,0.0,3343.14,154.2,3343.14,154.2,£3k from 1 ongoing role (South Ribble Borough Council).
5130,Matt Turmaine,Labour,Watford,3286.23,40.0,0.0,0.0,3286.23,40.0,£3k from 1 ad hoc payment (Hertfordshire County Council).
1536,Emily Thornberry,Labour,Islington South and Finsbury,3250.0,10.0,0.0,0.0,3250.0,10.0,"£3k from 4 ad hoc payments (Global Media Group, Sky UK LTD and 1 other)."
4764,Bell Ribeiro-Addy,Labour,Clapham and Brixton Hill,3218.45,7.5,0.0,0.0,3218.45,7.5,"£3k from 4 ad hoc payments (Inclusive Boards, Omnicom Media Group and 2 others)."
5198,Chris Coghlan,Liberal Democrat,Dorking and Horley,3202.41,129.0,0.0,0.0,3202.41,129.0,£3k from 5 ad hoc payments (British Army and Access-The Foundation for Social Investment).
5177,Ann Davies,Plaid Cymru,Caerfyrddin,3172.0,80.0,0.0,0.0,3172.0,80.0,£3k from 1 ad hoc payment (Carmarthenshire County Council).
4657,Anneliese Dodds,Labour (Co-op),Oxford East,3077.73,1.0,0.0,0.0,3077.73,1.0,"£3k from 4 ad hoc payments (Bloomsbury Publishers Plc, The Oxford Study Abroad Programme (OSAP) and 1 other)."
5180,Nesil Caliskan,Labour,Barking,0.0,0.0,3065.17,104.5,3065.17,104.5,£3k from 2 ongoing roles (London Borough of Enfield and Local Government Association).
5070,Lisa Smart,Liberal Democrat,Hazel Grove,417.69,3.0,2610.69,36.1,3028.38,39.1,£418 from 1 ad hoc payment (Local Government Association). £3k from 1 ongoing role (Stockport Metropolitan Borough Council).
5162,Matthew Patrick,Labour,Wirral West,3012.12,0.0,0.0,0.0,3012.12,0.0,£3k from 1 ad hoc payment (Pay.UK).
1489,Dawn Butler,Labour,Brent East,3000.0,8.0,0.0,0.0,3000.0,8.0,"£3k from 2 ad hoc payments (Gibson, Dunn & Crutcher LLP and Eden & Partners)."
4449,Anna Turley,Labour (Co-op),Redcar,2950.35,7.5,0.0,0.0,2950.35,7.5,£3k from 1 ad hoc payment (IPSA).
5219,Mike Martin,Liberal Democrat,Tunbridge Wells,2899.73,0.0,0.0,0.0,2899.73,0.0,£3k from 2 ad hoc payments (Hurst and Co and Hurst and Co Publishers).
5234,Laurence Turner,Labour,Birmingham Northfield,2772.3,0.0,0.0,0.0,2772.3,0.0,£3k from 1 ad hoc payment (GMB Union).
5337,Olivia Bailey,Labour,Reading West and Mid Berkshire,2762.23,0.0,0.0,0.0,2762.23,0.0,£3k from 1 ad hoc payment (Public First).
5294,Amanda Martin,Labour,Portsmouth North,2742.18,0.0,0.0,0.0,2742.18,0.0,£3k from 3 ad hoc payments (National Association Head Teachers).
5271,Satvir Kaur,Labour,Southampton Test,0.0,0.0,2727.8,108.9,2727.8,108.9,£3k from 2 ongoing roles (Local Government Association and Southampton City Council).
5243,Andrew Pakes,Labour (Co-op),Peterborough,2645.64,0.0,0.0,0.0,2645.64,0.0,£3k from 1 ad hoc payment (Prospect).
5276,Chris Ward,Labour,Brighton Kemptown and Peacehaven,2634.1,0.0,0.0,0.0,2634.1,0.0,£3k from 1 ad hoc payment (Hanbury Strategy).
5280,Seamus Logan,Scottish National Party,Aberdeenshire North and Moray East,0.0,0.0,2571.33,173.5,2571.33,173.5,£3k from 1 ongoing role (Aberdeenshire Council).
5109,Chris Bloore,Labour,Redditch,2500.0,0.0,0.0,0.0,2500.0,0.0,£2k from 1 ad hoc payment (What'sNextCommunicationsLTD).
5154,Sarah Hall,Labour (Co-op),Warrington South,2465.61,38.0,0.0,0.0,2465.61,38.0,£2k from 2 ad hoc payments (Warrington Borough Council and IPSA).
5183,Frank McNally,Labour,Coatbridge and Bellshill,2434.04,16.0,0.0,0.0,2434.04,16.0,£2k from 2 ad hoc payments (North Lanarkshire Council and Mark Griffin MSP).
5210,Tom Hayes,Labour,Bournemouth East,2423.6,0.0,0.0,0.0,2423.6,0.0,£2k from 1 ad hoc payment (Elmore Community Services).
5108,Sam Rushworth,Labour,Bishop Auckland,2407.62,63.0,0.0,0.0,2407.62,63.0,£2k from 1 ad hoc payment (Durham University).
5278,Uma Kumaran,Labour,Stratford and Bow,2345.8,0.0,0.0,0.0,2345.8,0.0,£2k from 1 ad hoc payment (C40 Cities).
5351,Gregory Stafford,Conservative,Farnham and Bordon,2334.03,0.0,0.0,0.0,2334.03,0.0,£2k from 1 ad hoc payment (NHS England).
5167,Gregor Poynton,Labour,Livingston,2288.46,8.0,0.0,0.0,2288.46,8.0,£2k from 1 ad hoc payment (Headland Consultancy).
4613,Alex Burghart,Conservative,Brentwood and Ongar,2250.0,34.5,0.0,0.0,2250.0,34.5,£2k from 4 ad hoc payments (Primary Access & Research Limited and The Spectator).
5225,Lizzi Collinge,Labour,Morecambe and Lunesdale,2240.14,30.0,0.0,0.0,2240.14,30.0,£2k from 2 ad hoc payments (Lancashire County Councillor).
5194,Steve Yemm,Labour,Mansfield,2230.77,24.0,0.0,0.0,2230.77,24.0,£2k from 1 ad hoc payment (Optibrium Ltd.).
5341,Laura Kyrke-Smith,Labour,Aylesbury,2221.6,0.0,0.0,0.0,2221.6,0.0,£2k from 1 ad hoc payment (International Rescue Committee UK).
1440,Pete Wishart,Scottish National Party,Perth and Kinross-shire,2150.07,0.0,0.0,0.0,2150.07,0.0,£2k from 1 ad hoc payment (EMI).
5361,James McMurdock,Independent,South Basildon and East Thurrock,2136.35,0.0,0.0,0.0,2136.35,0.0,£2k from 1 ad hoc payment (Standard Chartered Bank).
5275,Graeme Downie,Labour,Dunfermline and Dollar,1982.71,45.0,124.85,2.3,2107.56,47.3,£2k from 3 ad hoc payments (Fife Council and NHS FIfe). £125 from 1 ongoing role (Crimson Bridge Communications).
5206,Elaine Stewart,Labour,"Ayr, Carrick and Cumnock",0.0,0.0,2103.82,128.5,2103.82,128.5,£2k from 1 ongoing role (East Ayrshire council).
5277,Graham Leadbitter,Scottish National Party,"Moray West, Nairn and Strathspey",0.0,0.0,1972.68,144.5,1972.68,144.5,£2k from 1 ongoing role (The Moray Council).
5233,Lee Pitcher,Labour,Doncaster East and the Isle of Axholme,1953.59,0.0,0.0,0.0,1953.59,0.0,£2k from 1 ad hoc payment (Jacobs UK Ltd).
5094,Ms Julie Minns,Labour,Carlisle,1920.0,45.0,0.0,0.0,1920.0,45.0,£2k from 1 ad hoc payment (Family Rights Group).
5311,Harriet Cross,Conservative,Gordon and Buchan,1900.0,0.0,0.0,0.0,1900.0,0.0,£2k from 1 ad hoc payment (Copewell Ltd).
5240,Melanie Ward,Labour,Cowdenbeath and Kirkcaldy,1887.0,0.0,0.0,0.0,1887.0,0.0,£2k from 1 ad hoc payment (Medical Aid for Palestinians).
5220,Tristan Osborne,Labour,Chatham and Aylesford,1825.87,80.0,0.0,0.0,1825.87,80.0,£2k from 2 ad hoc payments (Medway Council and Endeavour Multi-Academy Trust).
4514,Sir Keir Starmer,Labour,Holborn and St Pancras,1801.47,0.0,0.0,0.0,1801.47,0.0,£2k from 4 ad hoc payments (Authors’ Licensing and Collecting Society).
5307,Dr Beccy Cooper,Labour,Worthing West,1700.0,30.0,0.0,0.0,1700.0,30.0,£2k from 1 ad hoc payment (Local Government Association (LGA)).
5222,Tom Rutland,Labour,East Worthing and Shoreham,1668.51,0.0,0.0,0.0,1668.51,0.0,£2k from 1 ad hoc payment (Prospect trade union).
5199,Mr Luke Charters,Labour,York Outer,1661.51,0.0,0.0,0.0,1661.51,0.0,£2k from 1 ad hoc payment (Remote Technology Services Ltd).
5349,Alex McIntyre,Labour,Gloucester,1659.25,0.0,0.0,0.0,1659.25,0.0,£2k from 1 ad hoc payment (DAC Beachcroft LLP).
5090,Tom Morrison,Liberal Democrat,Cheadle,0.0,0.0,1634.36,131.0,1634.36,131.0,£2k from 1 ongoing role (Stockport Metropolitan Borough Council).
5328,Sean Woodcock,Labour,Banbury,0.0,0.0,1612.5,100.4,1612.5,100.4,£2k from 1 ongoing role (Cottsway Housing).
5149,Amanda Hack,Labour,North West Leicestershire,907.22,0.0,666.67,18.4,1573.89,18.4,£907 from 1 ad hoc payment (Advance Housing and Support). £667 from 1 ongoing role (Leicestershire County Council).
5305,Georgia Gould,Labour,Queen's Park and Maida Vale,1564.88,0.0,0.0,0.0,1564.88,0.0,£2k from 1 ad hoc payment (London Councils).
5269,Dr Lauren Sullivan,Labour,Gravesham,0.0,0.0,1531.4,60.0,1531.4,60.0,£2k from 2 ongoing roles (Kent County Council and Gravesham Borough Council).
5085,Llinos Medi,Plaid Cymru,Ynys Môn,1530.67,50.0,0.0,0.0,1530.67,50.0,£2k from 1 ad hoc payment (Cyngor Ynys Mon).
5342,John Whitby,Labour,Derbyshire Dales,1000.0,0.0,526.71,10.7,1526.71,10.7,£1k from 1 ad hoc payment (Derby City Council Social Services). £527 from 1 ongoing role (Derby City Council).
5048,Antonia Bance,Labour,Tipton and Wednesbury,1500.67,0.0,0.0,0.0,1500.67,0.0,£2k from 1 ad hoc payment (Trades Union Congress).
4473,Louise Haigh,Labour,Sheffield Heeley,1500.0,5.0,0.0,0.0,1500.0,5.0,"£2k from 1 ad hoc payment (Have I Got News For You, Series 70)."
420,Yvette Cooper,Labour,"Pontefract, Castleford and Knottingley",1497.17,0.0,0.0,0.0,1497.17,0.0,£1k from 2 ad hoc payments (Conville and Walsh).
4523,Catherine West,Labour,Hornsey and Friern Barnet,1489.8,4.0,0.0,0.0,1489.8,4.0,£1k from 1 ad hoc payment (Ravenswood School).
5224,Kate Dearden,Labour (Co-op),Halifax,1475.23,0.0,0.0,0.0,1475.23,0.0,£1k from 1 ad hoc payment (Community trade union).
5215,Naushabah Khan,Labour,Gillingham and Rainham,1447.21,80.0,0.0,0.0,1447.21,80.0,£1k from 1 ad hoc payment (Medway Council).
5078,Pippa Heylings,Liberal Democrat,South Cambridgeshire,0.0,0.0,1416.34,139.9,1416.34,139.9,£1k from 2 ongoing roles (South Cambridgeshire District Council and Talking Transformation Limited).
1560,Sir Jeremy Wright,Conservative,Kenilworth and Southam,1400.0,5.0,0.0,0.0,1400.0,5.0,£1k from 3 ad hoc payments (These Executive Minds (TEXEM) Limited and Any Questions).
5247,Sojan Joseph,Labour,Ashford,586.07,37.5,775.1,43.7,1361.17,81.2,£586 from 1 ad hoc payment (Kent and Medway NHS trust). £775 from 1 ongoing role (Ashford Borough council).
4110,Dame Karen Bradley,Conservative,Staffordshire Moorlands,1350.0,9.0,0.0,0.0,1350.0,9.0,£1k from 9 ad hoc payments (Political Engagement Limited).
5298,Lauren Edwards,Labour,Rochester and Strood,1335.47,25.0,0.0,0.0,1335.47,25.0,£1k from 1 ad hoc payment (Medway Council).
5114,Kirsty McNeill,Labour (Co-op),Midlothian,1327.07,0.0,0.0,0.0,1327.07,0.0,£1k from 1 ad hoc payment (Save the Children UK).
5195,Andrew Cooper,Labour,Mid Cheshire,1301.54,0.0,0.0,0.0,1301.54,0.0,£1k from 1 ad hoc payment (MIS Active Management Systems Limited).
5302,Noah Law,Labour,St Austell and Newquay,1269.69,24.0,0.0,0.0,1269.69,24.0,£1k from 1 ad hoc payment (British International Investment plc).
5253,Richard Baker,Labour,Glenrothes and Mid Fife,1228.75,38.0,0.0,0.0,1228.75,38.0,£1k from 1 ad hoc payment (Enable).
1442,Mr Alistair Carmichael,Liberal Democrat,Orkney and Shetland,1200.0,8.0,0.0,0.0,1200.0,8.0,£1k from 2 ad hoc payments (Dods Group Ltd).
5300,Kevin McKenna,Labour,Sittingbourne and Sheppey,1198.26,0.0,0.0,0.0,1198.26,0.0,£1k from 2 ad hoc payments (NHS England).
5283,Alison Bennett,Liberal Democrat,Mid Sussex,0.0,0.0,1170.43,49.3,1170.43,49.3,£1k from 1 ongoing role (Mid Sussex District Council).
5087,Tom Collins,Labour,Worcester,1149.4,8.0,0.0,0.0,1149.4,8.0,£1k from 1 ad hoc payment (Bosch Thermotechnology Ltd).
5312,Sadik Al-Hassan,Labour,North Somerset,1143.94,40.0,0.0,0.0,1143.94,40.0,£1k from 1 ad hoc payment (PillTime Ltd).
5308,Sam Carling,Labour,North West Cambridgeshire,1132.98,50.0,0.0,0.0,1132.98,50.0,£1k from 1 ad hoc payment (Cambridge City Council).
5043,Lillian Jones,Labour,Kilmarnock and Loudoun,0.0,0.0,1126.5,60.0,1126.5,60.0,£1k from 1 ongoing role (East Ayrshire Council).
4088,Ms Stella Creasy,Labour (Co-op),Walthamstow,1116.76,8.0,0.0,0.0,1116.76,8.0,£1k from 4 ad hoc payments (Guardian news and media).
5083,Bobby Dean,Liberal Democrat,Carshalton and Wallington,1108.83,8.0,0.0,0.0,1108.83,8.0,£1k from 6 ad hoc payments (Sutton Council).
5172,Dan Aldridge,Labour,Weston-super-Mare,1046.2,0.0,0.0,0.0,1046.2,0.0,"£1k from 1 ad hoc payment (BCS, the Chartered Institute for IT)."
5122,Manuela Perteghella,Liberal Democrat,Stratford-on-Avon,310.53,16.0,703.11,78.2,1013.64,94.2,£311 from 1 ad hoc payment (The Open University). £703 from 2 ongoing roles (The Open University and Stratford-on-Avon District Council).
4874,Andrew Griffith,Conservative,Arundel and South Downs,1000.0,1.0,0.0,0.0,1000.0,1.0,£1k from 1 ad hoc payment (The Rigby Foundation).
4805,Alicia Kearns,Conservative,Rutland and Stamford,1000.0,3.0,0.0,0.0,1000.0,3.0,£1k from 1 ad hoc payment (LBC Radio Ltd).
1482,Graham Stuart,Conservative,Beverley and Holderness,1000.0,3.0,0.0,0.0,1000.0,3.0,£1k from 1 ad hoc payment (These Executive Minds (TEXEM) Ltd).
5129,Martin McCluskey,Labour,Inverclyde and Renfrewshire West,982.5,50.0,0.0,0.0,982.5,50.0,£982 from 1 ad hoc payment (Inverclyde Council).
5249,Dr Ellie Chowns,Green Party,North Herefordshire,974.67,60.0,0.0,0.0,974.67,60.0,£975 from 1 ad hoc payment (Herefordshire Council).
5057,Douglas McAllister,Labour,West Dunbartonshire,0.0,0.0,964.45,31.4,964.45,31.4,£964 from 1 ongoing role (West Dunbartonshire).
5053,Natalie Fleet,Labour,Bolsover,0.0,0.0,873.61,40.0,873.61,40.0,£874 from 1 ongoing role (National Education Union).
5251,Martin Rhodes,Labour,Glasgow North,836.02,35.0,0.0,0.0,836.02,35.0,£836 from 1 ad hoc payment (Scottish Fair Trade Forum).
5287,Tim Roca,Labour,Macclesfield,0.0,0.0,821.36,25.0,821.36,25.0,£821 from 1 ongoing role (University of Westminster).
5044,Adam Thompson,Labour,Erewash,798.67,0.0,0.0,0.0,798.67,0.0,£799 from 1 ad hoc payment (University of Nottingham).
5293,Cat Eccles,Labour,Stourbridge,797.77,0.0,0.0,0.0,797.77,0.0,£798 from 1 ad hoc payment (Dudley Metropolitan Borough Council).
4107,Dame Harriett Baldwin,Conservative,West Worcestershire,760.0,2.0,0.0,0.0,760.0,2.0,£760 from 1 ad hoc payment (MHP Group).
5145,Irene Campbell,Labour,North Ayrshire and Arran,755.76,0.0,0.0,0.0,755.76,0.0,£756 from 1 ad hoc payment (NHS Ayrshire and Arran).
5165,Peter Swallow,Labour,Bracknell,734.71,0.0,0.0,0.0,734.71,0.0,£735 from 1 ad hoc payment (Durham University).
5228,Maya Ellis,Labour,Ribble Valley,677.86,1.0,0.0,0.0,677.86,1.0,£678 from 1 ad hoc payment (Lancashire County Council).
5040,Liz Jarvis,Liberal Democrat,Eastleigh,0.0,0.0,662.85,82.8,662.85,82.8,£663 from 1 ongoing role (Eastleigh Borough Council).
5077,Jacob Collier,Labour,Burton and Uttoxeter,651.02,0.0,0.0,0.0,651.02,0.0,£651 from 1 ad hoc payment (Nottinghamshire and City of Nottingham Fire Authority).
40,Sir Bernard Jenkin,Conservative,Harwich and North Essex,650.0,4.0,0.0,0.0,650.0,4.0,£650 from 2 ad hoc payments (Aros Corporation Ltd).
5273,Connor Naismith,Labour,Crewe and Nantwich,0.0,0.0,632.26,42.8,632.26,42.8,£632 from 1 ongoing role (Independent Office for Police Conduct).
5309,Katrina Murray,Labour,Cumbernauld and Kirkintilloch,615.85,7.5,0.0,0.0,615.85,7.5,£616 from 1 ad hoc payment (NHS Lanarkshire).
4504,Wes Streeting,Labour,Ilford North,608.19,0.0,0.0,0.0,608.19,0.0,£608 from 2 ad hoc payments (Public Lending Right).
242,Sir Christopher Chope,Conservative,Christchurch,600.0,4.0,0.0,0.0,600.0,4.0,£600 from 2 ad hoc payments (ITN 5 Live).
5104,Gill German,Labour,Clwyd North,546.37,0.0,0.0,0.0,546.37,0.0,£546 from 1 ad hoc payment (Denbighshire County Council).
4673,Jo Platt,Labour (Co-op),Leigh and Atherton,541.98,0.8,0.0,0.0,541.98,0.8,£542 from 1 ad hoc payment (Leigh Building Preservation Trust).
5217,Lloyd Hatton,Labour,South Dorset,0.0,0.0,540.2,48.8,540.2,48.8,£540 from 1 ongoing role (Athena Foundation).
5045,Mr Jonathan Brash,Labour,Hartlepool,0.0,0.0,501.74,14.5,501.74,14.5,£502 from 1 ongoing role (Hartlepool Borough Council).
4798,Gareth Bacon,Conservative,Orpington,500.0,2.0,0.0,0.0,500.0,2.0,£500 from 1 ad hoc payment (Abiflo Ltd).
5193,Callum Anderson,Labour,Buckingham and Bletchley,0.0,0.0,498.45,20.0,498.45,20.0,£498 from 1 ongoing role (Ealing Council).
5241,Aphra Brandreth,Conservative,Chester South and Eddisbury,0.0,0.0,481.81,4.0,481.81,4.0,£482 from 1 ongoing role (Smart Vet Ltd (trading as Pet People)).
5258,Louise Sandher-Jones,Labour,North East Derbyshire,423.08,0.0,0.0,0.0,423.08,0.0,£423 from 1 ad hoc payment (McKenzie Intelligence Services).
5179,Kirsteen Sullivan,Labour (Co-op),Bathgate and Linlithgow,418.44,30.0,0.0,0.0,418.44,30.0,£418 from 1 ad hoc payment (West Lothian Council).
5061,Andrew Lewin,Labour,Welwyn Hatfield,0.0,0.0,406.06,10.7,406.06,10.7,£406 from 1 ongoing role (Clarion Housing Group).
5227,Jas Athwal,Labour,Ilford South,400.0,4.0,0.0,0.0,400.0,4.0,£400 from 1 ad hoc payment (London Councils).
5338,Terry Jermy,Labour,South West Norfolk,303.49,10.0,0.0,0.0,303.49,10.0,£303 from 1 ad hoc payment (Breckland Council).
5190,Patricia Ferguson,Labour,Glasgow West,292.4,0.0,0.0,0.0,292.4,0.0,£292 from 1 ad hoc payment (Glasgow City Council).
5256,Jonathan Davies,Labour,Mid Derbyshire,242.12,15.0,0.0,0.0,242.12,15.0,£242 from 1 ad hoc payment (Chesterfield Borough Council).
5105,Jo White,Labour,Bassetlaw,184.63,0.0,0.0,0.0,184.63,0.0,£185 from 1 ad hoc payment (Bassetlaw District Council).
5257,Rachel Blake,Labour (Co-op),Cities of London and Westminster,143.32,0.0,0.0,0.0,143.32,0.0,£143 from 1 ad hoc payment (LB Tower Hamlets).
5244,Chris Hinchliff,Labour,North East Hertfordshire,56.23,0.0,0.0,0.0,56.23,0.0,£56 from 1 ad hoc payment (North Herts District Council).
5323,Matt Bishop,Labour,Forest of Dean,0.0,0.0,48.01,0.7,48.01,0.7,£48 from 1 ongoing role (Forest of Dean District Council).
5347,David Reed,Conservative,Exmouth and Exeter East,0.0,0.0,0.0,0.0,0.0,0.0,No outside employment earnings registered.
4268,Steve Reed,Labour (Co-op),Streatham and Croydon North,0.0,0.0,0.0,0.0,0.0,0.0,No outside employment earnings registered.
5316,Mike Reader,Labour,Northampton South,0.0,0.0,0.0,0.0,0.0,0.0,No outside employment earnings registered.
4620,Ellie Reeves,Labour,Lewisham West and East Dulwich,0.0,0.0,0.0,0.0,0.0,0.0,No outside employment earnings registered.
5046,Andrew Ranger,Labour,Wrexham,0.0,0.0,0.0,0.0,0.0,0.0,No outside employment earnings registered.
5259,Dr Jeevun Sandher,Labour,Loughborough,0.0,0.0,0.0,0.0,0.0,0.0,No outside employment earnings registered.
4031,Rachel Reeves,Labour,Leeds West and Pudsey,0.0,0.0,0.0,0.0,0.0,0.0,No outside employment earnings registered.
5079,Joani Reid,Independent,East Kilbride and Strathaven,0.0,0.0,0.0,0.0,0.0,0.0,No outside employment earnings registered.
4119,Jonathan Reynolds,Labour (Co-op),Stalybridge and Hyde,0.0,0.0,0.0,0.0,0.0,0.0,No outside employment earnings registered.
5160,Jenny Riddell-Carpenter,Labour,Suffolk Coastal,0.0,0.0,0.0,0.0,0.0,0.0,No outside employment earnings registered.
5403,Sarah Pochin,Reform UK,Runcorn and Helsby,0.0,0.0,0.0,0.0,0.0,0.0,No outside employment earnings registered.
4682,Luke Pollard,Labour (Co-op),Plymouth Sutton and Devonport,0.0,0.0,0.0,0.0,0.0,0.0,No outside employment earnings registered.
4263,Lucy Powell,Labour (Co-op),Manchester Central,0.0,0.0,0.0,0.0,0.0,0.0,No outside employment earnings registered.
